hscode,name
6807900000,Asphalt articles;Sheet type(T15mm);Asphalt RubberFerrite Calcium carbonateMicaHotmeltetc;HONG SEONG CHEMICALSKOREA
6808000000,Tile of straw and vegetable fibre agglomerated with mineral binders; JGBK; PRCHNA
6809190000,Fire prevention board
6809900000,GypsumSawdust Pieces
6810191000,Tiles of artificial stone; M59W; PRCHNA
6810191000,Tiles of artificial stone; A6OG; PRCHNA
6810191000,Artficial stone tile; ARTIFICIAL MARBLE; PRCHNA
6810191000,Artificial stone tile; SQ744 SS623 SP001; PRCHNA
6810191000,Artificial stone;PRCHNA
6810199000,Articles of cement; ARTIFICIAL LIMESTONE PANNEL; PRCHNA
6810199000,인조석판
6810910000,Prefabricated structural components of concrete for building; PLASTIC CEMENT BOARD; ASAFX3000600150
6810910000,Prefabricated structural components; INORGANIN CEMENT FLOOR; PRCHNA
6810999000,Other articles of cement; Cement Coating Sheet CS100
6810999000,Articles of cement ; ARTIFICIAL MARBLE ; LE 1154 ; PRCHNA
6810999000,Other articles of concrete; LUMICON CE; RKOREA
6810999000,Articles of artificial stone; HANSTONE QUARTZ; QUARTZ SURFACE MATERIAL; PRCHNA
6810999000,Other articles of cement; CEMENT FLOWER POT; C01; PRCHNA
6810999000,Other articles of concrete; Tarsuit Caissons; USA
6810999000,Articles of artificial stone; QUARTZ ENGINEERED STONE RADIANZ; RKOREA
6811820000,Other sheets of cements; Raum MgO interior board
6811820000,Articles of cellulose fibrecement; 세라믹데크; RKOREA
6811820000,Not containing asbestos articles of cellulose fibrecement ; 압출성형시멘트패널 ACP 3560AA3000; RKOREA
6811820000,Articles of cellulose fibrecement; CRC BOARD; PRCHNA
6813810000,Brake linings; WTF1(190); RKOREA
6813899000,Friction material; CFRPHAF8410 접합물; GERMANY
6813899000,Friction material ; SigrafilCFRP Friction Lining M6 ; GERMANY
6815120000,Fabrics of carbon fibresPPG PITTCHAR  CF1 SCRIM MESH; PCF1100MTS;
6815131000,Prepregs of carbon fibres; CARBON ARCHERY
6815200000,Article of Peat For Plant Growth; COCOPot Type 4211
6815200000,Articles of Peat; Lucky Clover
6815200000,Jiffy pot(Peat제 화분)
6815910000,Other articles containing magnesite; CINDER BALL; PRCHNA
6815910000,Article of mineral substance; CINDER PELLET
6815990000,Articles of other mineral substances; DEODORIZATION FILTER; DA90AKDTR(C Type)
6815990000,Articles of other mineral substance ; WELL BLOCK FOR MONO SEN
6815990000,Articles of other mineral substance ; TUNDISH WEIR
6815990000,Articles of other mineral substance ; TUNDISH DAM
6815990000,Articles of other mineral substance ; CAP BLOCK FOR MTNP
6815990000,Articles of other mineral substances; 규조토 발매트; PRCHNA
6815990000,Articles of other mineral substances; DUS AQUARIUM FILTER STONE; TAIWAN
6815990000,Other articles of other mineral substances ; GASKET OILPAN ; DE12 ; RKOREA
6815990000,Other articles of other mineral substances ; GASKET OILPAN ; DL08 ; RKOREA
6815990000,Articles of mineral substance; GASKETOIL PUMP; 2141138203(EF SONATA) ; RKOREA
6815990000,Articles of other mineral substances ; SILICON ELECTRODE ; RKOREA
6815990000,Articles of other mineral substances; Diatomite bath mat(규조토 배스 매트); PRCHNA
6815990000,Articles of other mineral substances; Disk (Furnace Ceramic Disk) RKOREA
6815990000,Articles of mineral substance ; Non Assbestos Sheet
6815990000,PREFORM TALC(OSPB) ; 25327952I ;
6815990000,Articles of mineral substance; GASKET ASSY 2141038200(소나타); RKOREA
6815990000,Articles of silicon carbide; inner cover; KK4573; USA
6815990000,Articles of silicon carbide; Out Cover; KK4572; USA
6815990000,Article of other mineral substance; Combat Boron
6815990000,Article of other mineral substance; Combat Boron Nitride; USA
6815990000,Article of other mineral substance; Combat Boron Nitride; USA
6815990000,Articles of mineral substances; Green sheet; JAPAN
6815990000,Articles of other mineral substances ; 소금벽돌;; PRCHNA
6815990000,Unfired ceramic label;GL400K;;JAPAN
6815990000,Article of mineral substances; 황토매트
6815990000,Laterite bricks
6815990000,Tourmaline tablet Mynice ion
6815990000,Ceramic sheet MB power
6815990000,Super fine ribbon
6815990000,Electric Cast Refractory
6902200000,Refractory bricks containing by weight more than 50  of alumina (Al2O3) of silica(SiO2) or of a mixture or compound of these products; SK38
6902200000,Refractory bricks containing by weight more than 50  of alumina (Al2O3) of silica(SiO2) or of a mixture or compound of these products; SK34
6902200000,Refractory bricks containing by weight more than 50  of alumina (Al2O3) of silica(SiO2) or of a mixture or compound of these products; SK36
6902200000,Reject refractory brick
6902909000,Prefabricated Tunnel Kiln Bone China
6903109000,Other refractory ceramic goods; 200MM SUSCEPTOR HOLDER ASM TOPBOTTOM RING KIT; EPILON2000; JAPAN 
6903109000,Refractory ceramic goods;;;Charcoalclaytitaniumetc
6903207000,Protection Tube; 80702330
6903209000,Other refractory ceramic goods; Sagger(양극재 소성용 내화갑); DJYA 422G12
6903901000,Other refractory ceramic goods based upon zircon; ZIRCONIA CERAMIC FOAM FILTERS; PRCHNA
6903901000,Other refractory ceramic good Based upon silicon carbide; CERAMIC SHEATH(110512001A); FRANCE
6903901000,Zirconia setter; 76763T
6903901000,REFRACTORY CERAMIC GOODS BASED UPON SILICON CARBIDE;SIC TUBE;KF2D 2022A3000
6903901000,REFRACTORY CERAMIC GOODS BASED UPON SILICON CARBIDE;SIC INT CARRIER;KF2D2022G3000
6903901000,SiC Boat ; KF2D2022C3000
6903909020,Other refractory ceramic goods; PBN 126MM DIA CRUCIBLE; 79095; USA
6903909090,Evaporator Boats(Ce Boat 6TX8X110L)
6903909090,Othere refractory ceramic goods; EVAPORATION BOAT TRIMET; GERMANY
6904100000,Ceramic building bricks ; SW40TA
6904100000,Ceramic building bricks; SECOND HAND(점토벽돌); 고벽돌; PRCHNA
6907210000,Ceramic wall tiles of a water absorption coefficient by weight not exceeding 05 ; CJKM360(FLAT TYPE)
6907210000,Ceramic tiles of a water absorption coefficient by weight not exceeding 05; ACID RESISTANT BRICK
6907210000,Ceramic tiles of a water absorption coefficient by weight not exceeding 05; Statuario L
6907210000,Ceramic tiles; 박막세라믹 BSP01; PRCHNA
6907210000,Flags and paving heart or walll tiles of a water absorption coefficient by weight not exceeding 05 Glazed; Flooring blocks(HE90616T); PRCHNA
6907229000,Ceramic tiles of a water absorption coefficient by weight exceeding 05 but not exceeding 10; KFB3532GP
6907229000,Ceramic tiles of a water absorption coefficient by weight exceeding 05 but not exceeding 10; KFC3236GP
6907229000,Ceramic wall tiles of a water absorption coefficient by weight exceeding 3  but not exceeding 10 ; SLIM CLAY BRICK
6907229000,Ceramic wall tiles; TERRACOTTA PANEL; PRCHINA
6907229000,Ceramic wall tiles of a water absorption coefficient by weight exceeding 3 but not exceeding 10 ; TW ; PRCHNA
6907229000,Unglazed Ceramic wall tiles; Clay Brick Tile with Support; PRCHNA
6907230000,Ceramic wall tiles of a water absorption coefficient by weight exceeding 10 ; G50; PRCHNA
6907230000,Ceramic wall tiles of a water absorption coefficient by weight exceeding 10; CERAMIC PRODUCT(STONECJK); PRCHNA
6907230000,Unglazed ceramic wall tiles of a water absorption coefficient by weight exceeding 10; BUILDING BRICK
6909110000,Ceramic wares for other technical uses; SEMI CERAMIC DISC; CD0350022
6909110000,Ceramic wares for other technical uses; CERAMIC DISC; CD0350022
6909110000,Ceramic wares for other technical uses; Heat sink assembly; RKOREA
6909120000,Ceramic wares for other technical uses; AKT86G SUSCEPTOR CENTER PIN; MCSCR0177
6909120000,Ceramic wares for other technical uses; AKT86G SUSCEPTOR SIDE PIN; MCSCR0178
6909120000,Ceramic wares for other technical uses; AKT86G ROLLER BUSHING; MCSCR0179
6909120000,Ceramic wares for other technical uses having a hardness equivalent to 9 or more on the Mohs scale; CLAMP RINGCOOLED ALUMINA
6909120000,Ceramic wares for other technical uses having a hardness equivalent to 9 or more on the Mohs scale; COATED WINDOW; 719003481385C; RKOREA
6909120000,Ceramic wares for other technical uses having a hardness equivalent to 9 or more on the Mohs scale; WINDOW; 716003481097U; RKOREA
6909120000,Ceramic wares for other technical uses having a hardness equivalent to 9 or more on the Mohs scale; 알루미나 파인세라믹
6909120000,Ceramic wares for other technical uses having a hardness equivalent to 9 or more on the Mohs scale; 92 Alumina Ceramic Tile ; 미분탄 이송관 609x 534 39x 40(38)x 15mm
6909120000,Ceramic wares for other technical uses having a hardness equivalent to 9 or more on the Mohs scale ; 90 Alumina Ceramic Tile ; PM BNR Separator
6909120000,Ceramic wares for other technical uses having a hardness equivalent to 9 or more on the Mohs scale ; 96 Alumina Ceramic Tile ; Journal Head Liner
6909190000,WELDING BACKUP TAPE; CBM8068
6909190000,CERAMIC BLOCK; TKB83
6909190000,68928200  (Q)SQXF021A
6909190000,Chuck Table ; SE1883678
6909190000,DR(DIELECTRIC RESONATER); 유전체공진기; D4401403; 1805MHz;
6909190000,Ceramic Honeycomb(Alumina Porcelain Heat Accumulator 축열재) ; A43 ; 150X150X300mm(43셀)
6909190000,FERRITE CORE ; BNF14B ; DE7390027A ; 중국
6909190000,Ceramic wares for other technical uses; IGZO Target; JAPAN
6909190000,Ceramic wares for technical uses; 1488495; 400CPSI
6909190000,Ceramic ware for technical uses; NbOx target
6909900000,DOME DIFFUSER
6910103000,Ceramic water closet pans with bidet; 일체형비데(TCB080S)
6910109000,Wash basin pedestals of porcelain ; Pedestals; P57E
6911101000,Tea set of porcelain; 중고 컵  컵받침(Second Hand Cup  Saucer)
6911101000,Tea set of porcelain; 중고 컵  컵받침(Second Hand Cup  Saucer)  특정한 마크가 있는
6911101000,Tea set of porcelain; sillymann CERA; WCK9560; RKOREA
6911101000,Tea Set of Porcelain; ORCHARD GOLD 1034; ENGLAND;
6911101000,Tea set of porclain;PRCHNA
6911101000,Tea Sets
6911101000,Cup Set
6911102000,Dishes of porcelain or china ; 중고 접시(Second Hand Dish)
6911102000,Dishes of porcelain or china ; 테두리 있는 중고 공기(Second Hand Rimmed Bowl)
6911102000,Dishes of porcelain or china ; 테두리 있는 중고 공기(Second Hand Rimmed Bowl)  특정한 마크가 있는
6911102000,Dishes of porcelain or china ; 중고 접시(Second Hand Dish)  특정한 마크가 있는
6911102000,Bowls of porcelain; sillymann CERA; WCK9120; RKOREA
6911102000,Tableware of porcelain ; picnic setM ; WCK9600
6911102000,Tableware of porcelain; Sweet Plum Tea Saucer Leigh; ENGLAND
6911102000,Dishes of porcelain or china; TS벚꽃잎접시; 73823; PRCHNA
6911102000,Tableware of porcelain; DINNER SET; PRCHNA
6911102000,Tableware of porcelain; QUICK BOWL 2100086677; PRCHNA
6911109000,Tableware of porcelain; 중고 커피팟(Second Hand Coffee Pot)
6911109000,Tableware of porcelain; 중고 커피팟(Second Hand Coffee Pot  특정한 마크가 있는);
6911109000,청자 찻잔 ;
6911109000,백자 찻잔 ;
6911109000,Other kitchenware of porcelain or china ; Porcelain Squeezer(WSB216) ; RKOREA
6911109000,Tableware of porcelain; Sweet Plum Tea Cup Leigh; ENGLAND
6911109000,Kitchenware of porcelain; 헤르조그 5종 냄비; PRCHINA
6911109000,Tableware of porcelain; Lazy Susan with ceramic servers; PRCHNA
6911109000,Kitchenware of porcelain; HONEY JAR
6911109000,Tableware of porcelain;PRCHNA
6912001010,Coffee set
6912001010,Coffee set
6912001010,Ceramic coffee set
6912001010,Ceramic Tea Set(Tez set 1372929119)
6912001010,Ceramic Coffee Sets
6912001020,Ceramic dishes; CA022084R9; PRCHNA
6912001020,Ceramic Bowls; HL25396; PRCHNA
6912001020,Ceramic Bowls; HL20379 ; PRCHNA
6912001090,Ceramic kitchenware; Tefal ZEN CERAMIC Utility knife; AV5121; PRCHNA
6912001090,Ceramic kitchenware; Tefal ZEN CERAMIC Utility knife; AV5274; PRCHNA
6912001090,Table wqre of ceramic; CA640124; PRCHNA
6912001090,Ceramic kitchenware;HARCOAL COOKER HARCOAL ROASTER;;;RKOREA
6912003000,Ceramic toilet articles; 변기싹싹(TOILET JANITOR)
6914109000,FURNITURE TOP; MT09(6T 8001200)
6914109000,Insert tool tip(HCL)
6914109000,Insert tool tip
6914909000,Other ceramic articles; 탄두르(CLAY OVEN)
6914909000,Other ceramic articles; HYDROGEN GENERATION CERAMICS EQUIPMENT; JAPAN
6914909000,Other ceramic articles; KCIBPT030(CERAMIC)
6914909000,Other ceramic articles; KCIBPT020(SIC)
6914909000,Other ceramic articles; AKSC1; RKOREA
6914909000,Other ceramic articles; 황금견운모 어깨번치; HS6052; RKOREA
6914909000,1) NPOLE BOTTLE(카트리지 포함) 2) CARTRIDGE
6914909000,Ceramic articles(제시품명맥섬석 세라믹스 상판)
6914909000,Fiber Optic Connector Adaptor  모델  AF1PAZ  TYPE  Oval FCAPC
6914909000,Ceramic articles; Oil Fresh; S4
7001002000,Glass cullet; 2023714Huizhou
7002209000,Glass in rod unworked; CLEAR QUARTZ ROD; PRCHNA
7002319000,Quartz Ring
7002319000,Glass in tubes unworked; CLEAR QUARTZ TUBE; PRCHNA
7002390000,Glass Tube ; LG26 PbFree Glass
7002390000,DIODE SHELL ; G31 ;
7003192000,Mistlite Figured Glass
7005291091,Float glass ; SODALIME GLASSS ; 37047004T
7005292000,플로트 유리
7006000000,Glassedge worked;POLISHED GLASS;;;RKOREA
7006000000,Glass Egdeworked (SiO2 ITO Cr)coated
7006000000,Glass Edgeworked Chromecoated;CHROME COATING QUARTZ
7006000000,Glass edge worked;ITO Glass
7006000000,Glass Edgeworked;QUARTZ SUBSTRATES VIOSIL
7006000000,Edge filter ; item A B C D
7006000000,Glass lid ; Part for semiconductor device
7006000000,Glass plate enameled
7006000000,Etched glass Matobel
7006000000,GlassBevelled
7006002000,Glass for blank mask used in the manufacture of semiconductor or of FPD (flat panel display) ; HARD MASK BLANKS ; MALAYSIA
7006002000,Worked Glass for blank mask used in the manufacture of semiconductor ; BARE BLANK MASK LTE 6025 02F MLB RUA EU6A CrNB
7006002000,Worked glass for blank mask used in the manufacture of semiconductor; BARE BLANK MASK; SHQ 6025 2C NTAR7
7006002000,Glass for blank mask used in the manufacture of semiconductor ; BARE BLANK MASK  AXQ 6025 02THH5 A61AEBT7H3F
7006002000,Worked glass for blank mask used in the manufacture of semiconductor; BARE BLANK MASK; AXQ 6025 03T MBE
7006002000,Worked glass for blank mask used in the manufacture of semiconductor; BARE BLANK MASK; AXQ 6025 03T A61ATFC
7006004000,GLASS edgeworked for LCD ; LCD GLASS ; RKOREA
7006009000,Glass of heading 7004 edgeworked; AS87ECO
7006009000,Glass of heading 7005 edgeworked; REFLECTIVE GLASS; STOPSOL CLASSIC GREY
7006009000,Glass of heading 7003 edgeworked  Lead Glass ; SFK Lead Glass
7006009000,Glass of heading 7003 edgeworked  Corning Lead Glass RWB46 ; Corning MedX Glass
7006009000,Other glass worked ; CONDUCTIVE GLASS ; PRCHNA
7006009000,semifinished Window Glass JTAF05730D(AMB577MQ01)
7006009000,Glass of heading 7004 edgeworked; CLEAR QUARTZ DISC; PRCHNA
7006009000,Glass of heading 7004 edgeworked; CLEAR QUARTZ PLATE; PRCHNA
7006009000,Glass edgeworked ; GLASS GUARD ; PRCHNA
7006009000,QUARTZ WINDOW
7007111000,Toughened(tempered) safety glass; GLASS ASSYRR DRLH; 83410AR000
7007111000,Toughened safety glass of size and shape suitable for incorporation in vehicles ; SIDELITE GLASS ; RKOREA
7007111000,Toughened safety glass of size and shape suitable for incorporation in vehicles ; BACK LITE일반; RKOREA
7007111000,Toughened safety glass of size and shape suitable for incorporation in vehicles ; SUNFOOF; RKOREA
7007111000,Toughened safety glass of size and shape suitable for incorporation in vehicles ; PANORAMA SUNFOOF; RKOREA
7007111000,Toughened safety glass of size and shape suitable for incorporation in vehicles ; Tempered Safety Glass with silver paste for automobile ; RKOREA
7007190000,LCD Window ; Lenssub LCD
7007191000,Toughened(tempered) safety glass for lid; BOOHGLE GLASS LID
7007191000,Tempered low iron pattern solar glass(ARC) ; Glass plate(32MM 1989X994MM)
7007191000,자동차용 전자기기 디스플레이 보호용 커버글라스(COVER GLASS); YG PEK7
7007191000,Toughened(tempered) safety glass not more than 8 mm in thickness; Glass Screen Protector Pure
7007191000,Tempered glass 215mm(가로)261mm(세로)4mm(두께)
7007191000,Laminated safety glass Not more than 12 mm in total thickness Spigen iPhone XSX Glass GlastR EZ Fit for Spigen Glass FC Black (2PackVer2)
7007191000,Laminated safety glass Not more than 12 mm in total thickness including film thickness ; Spigen iPhone X Glass FC Black (2PackVer2)
7007191000,Camera window glass; JNG00504BA
7007191000,Toughened(tempered) safty glass for showcase ; DOOR FRONT; AS6500887E; PRCHNA
7007191000,Toughened (tempered) safety glass not more than 8 mm in thickness; 전등용 유리제품; CT001; PRCHNA
7007191000,Toughened safety glass Not more than 8 mm in thickness; COVER GLASS; E320AWW02
7007191000,OLED TV BACK COVER GLASS; GS650AAFLLA; 가로14613세로8418두께3;
7007191000,Laminated safety glass Not more than 12 mm in total thickness including film thickness; GLAStR Slim 2Pack for iPhone 6S Plus;PRCHNA
7007191000,Laminated safety glass Not more than 12 mm in total thickness including film thickness; Full Cover Glass
7007191000, 품명 Camera window glass  모델 E700
7007191000,GLASS WINDOW; IP6 47INCH AFR; 633813486;
7007191000,WINDOW TOUCH COVER GLASS ; 7 E7; 1857110207; RKOREA
7007191000, 품명  GLASS window  모델  IP6 55inch AFR  규격  6939  14596
7007191000,COVER WINDOW FOR NOTEBOOK PC(Alvin)
7007191000, main window(모델EKGN120)
7007191000, main window(모델EKGC100)
7007191000,GLASS LENSE
7007191000,Toughened (tempered) safety glass not more than 8 mm in thickness; GLASS WINDOW; IP5; PRCHNA
7007191000,Laminated safety glass; MOTXT12541PKFGSP; Droidturbo Flexible Glass; RKOREA
7007191000,Laminated safety glass; SAMN9101PKFGSP; Galaxy Note 4 Flexible Glass; RKOREA
7007191000,WINDOW COVER GLASS; EX2; PRCHNA
7007191000,WINDOW COVER GLASS; NX200; PRCHNA
7007191000,WINDOW TOUCH COVER GLASS; 1219918800110mm(7); PRCHNA
7007191000,Toughened Safety Glass ; PRCHNA
7007191000,Toughened safety glass; HTC65151PKGSP(Toughened Safety Glass  Tempered Glass); RKOREA
7007191000,Toughened safety glass; HTC65251PKGSP(Toughened Safety Glass  Tempered Glass); RKOREA
7007191000,Toughened safety glass; HTC3311PKGSPToughened Safety Glass; RKOREA
7007191000,Toughened safety glass; Tempered Glass Protector LGVS8801PKGSP; RKOREA
7007191000,Toughened safety glass; HTC65251PKGSP1(Toughened Safety Glass  Tempered Glass); RKOREA
7007191000,Toughened safety glass; Tempered Glass Protector IPH5S1PKGSP; RKOREA
7007191000,Toughened safety glass; Tempered Glass Protector MOTX11PKGSP; RKOREA
7007191000,Toughened safety glass ; NV71PKGSPToughened Safety Glass; RKOREA
7007191000,Toughened safety glass ; NV71PKGSP1Toughened Safety Glass ; RKOREA
7007191000,Toughened safety glass ; Tempered Glass Protector LGVS9851PKGSP ; RKOREA
7007191000,Toughened safety glass; Tempered Glass Protector NV61PKGSP; RKOREA
7007191000,Toughened safety glass; Tempered Glass Protector NV61PKGSP1; RKOREA
7007191000,Toughened safety glass; Tempered Glass Protector QATAB1KGSP; RKOREA
7007191000,Toughened safety glass ; Tempered Glass Protector SMG9001PKGSP ; RKOREA
7007191000,Toughened safety glass ; Tempered Glass Protector SAMN9001PKGSP ; RKOREA
7007191000,핸드폰 카메라 윈도우  SMG530(04(t)943943mm)
7007191000,WINDOW TOUCH COVER GLASS  1857110207mm(7 E7)
7007191000,WINDOW TOUCH COVER GLASS  1102185707mm 2320(7 E7)
7007191000,WINDOW TOUCH COVER GLASS  2132122907mm 2319(83 ASGARD)
7007191000,WINDOW MAIN GLASS for CELLULAR PHONE ELDER3
7007191000,Tempered Glass Protector
7007191000,Toughened (tempered) safety glass; iPhone5 glass screen protector ; GP104TG; RKOREA
7007191000,Toughened safety glass ; SAMI5451PKGSP(갤럭시 S4 전용 강화유리 NVGR20032A) ; RKOREA
7007191000,TOUCH WINDOW GLASS 076C31012A BARE ; PRCHNA
7007191000,Toughened safety glass for SMART PHONE cover glass EF67 BARE
7007191000,Toughened safety glass for SMART PHONE cover glass EF65 BARE
7007191000,CAMERA WINDOW GLASS F340L; RKOREA
7007191000,COVER GLASS ; WINDOW CAMERA SNN900
7007191000,Toughened safety glass; Mobile phone cover glass GP 32; PRCHNA
7007191000,Window Glass for touch screen mobile phone(제시품명  Cooper Window) ; 10886563707T ; china
7007191000,Glass window ; SHWM240 GTS5830 S1 Kepler 등
7007211000,GLASS ASSYWINDSHIELD; 86110CG110
7007211000,Laminated safety glass; GLASS ASSYFR DRLH; 82410AR000
7007211000,Laminated safety glass  of size and shape suitable for incorporation in vehicles
7007290000,Laminated glass
7007291000,Laminated safety glass Not more than 12 mm in total thickness including film thickness ; Spigen iPhone X Glass FC Black (2PackVer2)
7007291000,Laminated safety glass Not more than 12 mm in total thickness Spigen iPhone XSX Glass GlastR EZ Fit for Spigen Glass FC Black (2PackVer2)
7007291000,OLED TV BACK COVER GLASS; GS650AAFLLA; 가로14613세로8418두께3;
7007291000,Laminated safety glass Not more than 12 mm in total thickness including film thickness; GLAStR Slim 2Pack for iPhone 6S Plus;PRCHNA
7007291000,Laminated safety glass Not more than 12 mm in total thickness including film thickness; Full Cover Glass
7007291000,Laminated safety glass; MOTXT12541PKFGSP; Droidturbo Flexible Glass; RKOREA
7007291000,Laminated safety glass; SAMN9101PKFGSP; Galaxy Note 4 Flexible Glass; RKOREA
7007291000,WINDOW MAIN GLASS for CELLULAR PHONE ELDER3
7008000000,Multiplewalled insulating units of glass; ASSY GLASS(HEATER) ; AS6500034G ; PRCHNA
7008000000,Multiplewalled insulating units of glass; GLASS PAIR; AS6501624B ; PRCHNA
7009100000,Rearview mirror for vehicles; Automotive interior mirror PRCHNA
7009100000,Rearview mirror for vehicles; Automotive exterior mirror PRCHNA
7009100000,Rearview mirrors for vehicles; LMAGNUM PLUS MIRROR WCONVEXD IN BUBLE PACK  SLEEVE BOX(1409 MAGNUM PLUS MIRROR CONVEX LG HEAD
7009100000,Rearview mirrors for vehicles ; Glass Sub Assy (Glass  Heater) ; DM204 530791 ; PRCHNA
7009100000,Rearview mirrors for vehicles ; Exterior Mirror ; DM304531261
7009100000,ECCELL SUB ; IM200480991
7009100000,Side Mirror ; DM2014530794
7009100000,Rearview mirrors for vehicles; MAIN MIRROR 37611 00040; PRCHNA
7009100000,OutSide Mirror ;; 방향지시등 및 BSD 부착 사양 ;;; Korea
7009100000,OutSide Mirror ;; 방향지시등 부착 사양 ;;; Korea
7009910000,Folding Mirror(Cold); Concave Mirror
7009910000,Aspheric Mirror(AL); Convex Mirror
7009910000,Glass mirrors unframed; 거울; P32R; 964444BA1A; RKOREA
7009910000,Glass mirrors for showcase ; DK6720101G ; PRCHNA
7009910000,Glass mirrors not framed; 안전거울; RKOREA
7009910000,반사경 (프로젝션TV용 미러) ; 42인치용(BP6700214A) 46인치용 (BP6700095A) 50인치용(BP6700096A) 56인치용(BP6700097A) 61 인치용(BP6700098A)
7009920000,Artworks ; Scare 2018 Oneofakind wall mirror size() H 70 x B 41 x P 6
7009920000,SCREW 체결기용 자석봉
7009920000,Glass mirrors for vehicles framed; FRONT MIRROR 376100 2550; PRCHNA
7009920000,glass mirrors Framed; MIRR ASSY LH
7009920000,Sunvisor Mirror Assy(Slide type)
7009920000,SUNVISOR MIRROR
7009920000,Glass mirror with framed; SUNVISOR MIRROR ASSEY
7009920000,Glass mirror plastic case
7010200000,Lids of glass; GLASS DOME; 120Z
7010200000,Lids of glass ; TEMPERED GLASS LID T20 ; PRCHNA
7010200000,Lids of glass ; TEMPERED GLASS LID TSOP25 ; PRCHNA
7010200000,Lids of glass ; TEMPERED GLASS LID ; PRCHNA
7010200000,Glassware of a kind used for kitchen; 멀티유리뚜껑(Multi lid); PRCHNA
7010900000,Bottle of glass for the packing of goods; 12ML GLASS BOTTLE
7010900000,Bottle of glass for the packing of goods; 15ML GLASS BOTTLE
7010900000,Other glassware of indoor decoration; GLASS JAR; 120Z
7011209000,Parts for TV Braun Tube ; Neck Tube ; LK9900008A
7013100000,Kitchenware of glassceramics; VITRO RD CASSEROLE 3L; FRANCE
7013100000,Kitchenware of glassceramics; VITRO RD CASSEROLE 2L; FRANCE
7013100000,Kitchenware of glassceramics; VITRO RD CASSEROLE 1L; FRANCE
7013100000,Kitchen ware of glass ceramics Neoceram
7013100000,Hoesehold Glass Ceramic ware(NEOCERAM)
7013100000,네오세람
7013490000,Glassware of a kind used for kitchen; 멀티유리뚜껑(Multi lid); PRCHNA
7013990000,Other glassware of perfume; GLASS BOTTLE; 200ML
7013990000,Elevated Cat and Small Dog Feeder (Kitty)
7013990000,Perfume bottles glassware; RKOREA
7013990000,Other glassware ; APOT(에이팟 APOT20) ; RKOREA
7013990000,Other glassware; The dried flowers in glass; THAILND
7013990000,Ornaments of lampworked glass; HAND MADE IRREGULAR BUBBLES; 13Z06202; CZECH
7013990000, 품 명  스노우볼(WATER GLOBE)  모 델  913182(A) 산타클로스
7013990000, 품 명  스노우볼(WATER GLOBE)  모 델  913182(B) 회전목마
7014009020,LENS 541
7014009020,Optical glass ; V31G72300 V31G112300 V5G92 V5G112 PMG10 EPG05 PI3G09
7014009020,Optical glass ; PMG8
7016901000,Glass Tiles; 8TW035; PRCHNA
7017100000,Cuvettes for UVVis spectrophotometer ; 9144361
7017200000,페트리디쉬CMA128 ; CMA128 ; CMA128 ; JP
7017900000,Laboratory glassware ; Specimen Collection and Transportation Kit
7017900000,Other pharmaceutical glassware ; CARTRIDGES ; PRCHNA
7017900000,Laboratory glassware; 491248 Precoat Slides Surepath 96 Ea
7017900000,Pharmaceutical glassware; 10ml30EA
7018103000,Imitation semiprecious stonesglass;CRYSTAL BUTTON
7018109000,Glass smallwares; BS CORE BOOTER
7018109000,Glass cut stone;2 CUT GLASS STONE HOT FIX ;; For decoration;Glass adhesive;KOREA
7018200000,Glass microspheres not exceeding 1 in diameter; EMC 실리카 DQ1150
7018200000,Glass microsphere; Admafine Silica SO31R; JAPAN
7018200000,Glass microsphere ; Admafin Silica SO25R ; JAPAN
7018200000,Glass microsphere; Spherical Silica (TECOSPHERE AACAM) TECOSPHERE 1764 SUPER SACK ZZ11E3507; USA
7018200000,Glass microsphere MSVSC3B5 JAPAN
7018200000,Glass microsphere; DENKA FUSED SILICA (DF) SPHERICAL TYPE SUPER FINE POWDER GRADESFP30M; JAPAN
7018200000,Glass microsphere; MSR8040 ZZ11E3911; JAPAN
7018200000,Glass microspher; Luxsil Cosmetic Microspheres; USA
7018200000,Glass microsphere; GRADEFB74; JAPAN
7018200000,Glass microsphere; GRADEFB48; JAPAN
7018909000,Articles of glass smallwares; PLASTIC RESIN CRYSTAL SHEET
7019120000,Glass fiber rovings; ST1000; RKOREA;
7019120000,Glass fiver rovings; Muffler Insulator; Bulky Wool Type; RKOREA
7019130000,Sliver of glass fibres; 유리섬유; FIBERGLASS CHOPPED YARN(STRAND)
7019130000,Sliver of glass fibres; 유리섬유; FIBERGLASS CHOPPED YARN(STRAND)
7019642000,Closed woven fabrics of filament glass fibre yarn; PREPREG R5661YT
7019642000,Closed woven fabrics plain weave of glass fibre yarns coated or laminated; PREPREG; R1410E(S)
7019693090,Closed woven fabrics of rovings of a width exceeding 30 ; PU(POWER USER) FABRIC; GREY COLOR
7019699000,Noise Reduction Sheath; K6110D8000AA(KC)
7019730000,Thin sheet of glass fibers; GLASS MAT 100g
7019730000,Glass fibres of chemically bonded fabrics; Thin sheet of glass fibers; GLASS MAT 100g; GMAT FIBER NO1
7019730000,Glass fibres of chemically bonded fabrics; Thin sheet of glass fibers; GLASS MAT 120g; GMAT FIBER NO1
7019730000,Glass fibres of chemically bonded fabrics; Thin sheet of glass fibers; GLASS MAT 150g; GMAT FIBER NO1
